Hugo_Symbol,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,Splice_Site,Translation_Start_Site,total,MutatedSamples,AlteredSamples,MutatedRate
MYH7B,0,0,0,0,14,0,0,2,0,16,14,14,0.015384615384615385
NBEA,1,1,1,0,12,1,0,0,0,16,14,14,0.015384615384615385
NUP160,1,0,0,0,15,0,0,0,0,16,14,14,0.015384615384615385
PLCL2,2,0,0,0,12,2,0,0,0,16,14,14,0.015384615384615385
PRRC2C,0,0,0,0,14,2,0,0,0,16,14,14,0.015384615384615385
WDFY3,2,1,0,0,12,0,0,1,0,16,14,14,0.015384615384615385
ANKRD26,0,0,0,0,12,1,0,2,0,15,14,14,0.015384615384615385
CCNB3,0,1,0,0,13,1,0,0,0,15,14,14,0.015384615384615385
CEP162,0,0,0,0,15,0,0,0,0,15,14,14,0.015384615384615385
COL11A1,0,0,0,0,12,0,0,3,0,15,14,14,0.015384615384615385
DOCK7,0,0,0,0,11,3,0,1,0,15,14,14,0.015384615384615385
FAM47A,0,0,0,0,14,1,0,0,0,15,14,14,0.015384615384615385
HDLBP,0,0,0,0,15,0,0,0,0,15,14,14,0.015384615384615385
HECTD1,0,0,0,0,14,1,0,0,0,15,14,14,0.015384615384615385
KAT6B,2,0,0,0,13,0,0,0,0,15,14,14,0.015384615384615385
LAMA3,1,0,0,0,10,2,0,2,0,15,14,14,0.015384615384615385
LPA,0,1,0,0,10,1,0,3,0,15,14,14,0.015384615384615385
MORC1,0,0,0,0,13,2,0,0,0,15,14,14,0.015384615384615385
MYH4,1,0,1,0,13,0,0,0,0,15,14,14,0.015384615384615385
MYH7,1,0,0,0,13,1,0,0,0,15,14,14,0.015384615384615385
NUP210L,0,0,0,0,14,1,0,0,0,15,14,14,0.015384615384615385
PTPRB,0,0,0,0,13,2,0,0,0,15,14,14,0.015384615384615385
RBBP6,0,0,1,0,12,1,0,1,0,15,14,14,0.015384615384615385
THADA,1,1,0,0,11,2,0,0,0,15,14,14,0.015384615384615385
TMEM132D,1,1,0,0,11,2,0,0,0,15,14,14,0.015384615384615385
YLPM1,1,2,0,0,9,3,0,0,0,15,14,14,0.015384615384615385
ZEB2,1,0,2,0,12,0,0,0,0,15,14,14,0.015384615384615385
ARID4B,2,0,0,0,10,2,0,0,0,14,14,14,0.015384615384615385
ATP9A,0,1,0,0,11,2,0,0,0,14,14,14,0.015384615384615385
CACNA1C,0,0,0,0,14,0,0,0,0,14,14,14,0.015384615384615385
CFAP47,1,0,0,0,11,1,0,1,0,14,14,14,0.015384615384615385
CUL7,1,0,1,0,9,1,0,2,0,14,14,14,0.015384615384615385
FAM135B,0,0,0,0,11,2,0,1,0,14,14,14,0.015384615384615385
FBN3,1,0,0,0,13,0,0,0,0,14,14,14,0.015384615384615385
FBXW7,3,0,0,0,11,0,0,0,0,14,14,14,0.015384615384615385
IGSF10,0,1,0,0,12,1,0,0,0,14,14,14,0.015384615384615385
IRS4,1,1,0,0,12,0,0,0,0,14,14,14,0.015384615384615385
ITPR3,0,0,0,0,13,1,0,0,0,14,14,14,0.015384615384615385
LRRIQ1,0,0,0,0,12,2,0,0,0,14,14,14,0.015384615384615385
LRRK1,0,0,0,0,13,1,0,0,0,14,14,14,0.015384615384615385
LTBP1,0,0,0,0,13,1,0,0,0,14,14,14,0.015384615384615385
MGAM,0,0,0,0,14,0,0,0,0,14,14,14,0.015384615384615385
MYO5B,0,0,0,0,14,0,0,0,0,14,14,14,0.015384615384615385
MYT1L,0,0,0,0,14,0,0,0,0,14,14,14,0.015384615384615385
NFASC,0,1,1,0,12,0,0,0,0,14,14,14,0.015384615384615385
NID1,0,0,0,0,12,1,0,1,0,14,14,14,0.015384615384615385
PCDH11X,0,0,0,0,13,1,0,0,0,14,14,14,0.015384615384615385
PLCE1,1,0,0,0,12,0,0,1,0,14,14,14,0.015384615384615385
RIMBP2,0,0,0,0,12,0,0,2,0,14,14,14,0.015384615384615385
RIMS1,0,1,0,0,13,0,0,0,0,14,14,14,0.015384615384615385
SAGE1,0,0,0,0,13,1,0,0,0,14,14,14,0.015384615384615385
SMARCA4,2,0,0,0,8,3,0,1,0,14,14,14,0.015384615384615385
SYCP2,2,0,0,0,8,2,0,2,0,14,14,14,0.015384615384615385
TRRAP,2,0,0,0,12,0,0,0,0,14,14,14,0.015384615384615385
TSHZ3,1,0,0,0,12,1,0,0,0,14,14,14,0.015384615384615385
UNC79,0,1,0,0,12,0,0,1,0,14,14,14,0.015384615384615385
USF3,2,0,0,0,10,2,0,0,0,14,14,14,0.015384615384615385
UTP20,1,0,0,0,13,0,0,0,0,14,14,14,0.015384615384615385
ZMYM3,4,0,0,0,7,3,0,0,0,14,14,14,0.015384615384615385
ATP2B1,1,0,0,0,13,3,0,0,0,17,13,13,0.014285714285714285
ERICH3,0,1,0,0,14,2,0,0,0,17,13,13,0.014285714285714285
MKI67,0,0,0,0,16,1,0,0,0,17,13,13,0.014285714285714285
XPO1,0,1,0,0,14,1,0,1,0,17,13,13,0.014285714285714285
ATR,1,0,0,0,13,1,0,1,0,16,13,13,0.014285714285714285
CEP192,1,0,0,0,14,0,0,1,0,16,13,13,0.014285714285714285
DOCK3,3,0,1,0,12,0,0,0,0,16,13,13,0.014285714285714285
IGSF1,1,0,0,0,11,3,0,1,0,16,13,13,0.014285714285714285
KIAA1549L,0,0,0,0,16,0,0,0,0,16,13,13,0.014285714285714285
SUCO,0,0,0,0,13,3,0,0,0,16,13,13,0.014285714285714285
ABCB11,0,0,0,0,10,5,0,0,0,15,13,13,0.014285714285714285
ADAMTS20,0,0,0,0,15,0,0,0,0,15,13,13,0.014285714285714285
ARHGAP35,5,0,0,0,7,3,0,0,0,15,13,13,0.014285714285714285
ATXN2,1,0,0,0,12,2,0,0,0,15,13,13,0.014285714285714285
CFTR,0,0,1,0,12,2,0,0,0,15,13,13,0.014285714285714285
COL5A3,1,0,0,0,10,4,0,0,0,15,13,13,0.014285714285714285
ITSN1,3,1,0,0,10,0,0,1,0,15,13,13,0.014285714285714285
KIF13A,0,0,0,0,13,2,0,0,0,15,13,13,0.014285714285714285
MYH10,0,0,0,0,15,0,0,0,0,15,13,13,0.014285714285714285
MYOM2,0,1,0,0,11,3,0,0,0,15,13,13,0.014285714285714285
TDRD6,2,0,0,0,13,0,0,0,0,15,13,13,0.014285714285714285
TNRC6A,0,1,0,0,13,1,0,0,0,15,13,13,0.014285714285714285
ACACA,0,0,0,0,12,2,0,0,0,14,13,13,0.014285714285714285
ADAMTSL3,0,0,0,0,11,3,0,0,0,14,13,13,0.014285714285714285
ARID2,0,1,0,0,10,3,0,0,0,14,13,13,0.014285714285714285
BCL9,4,0,0,0,10,0,0,0,0,14,13,13,0.014285714285714285
CARMIL3,3,0,0,0,10,0,0,1,0,14,13,13,0.014285714285714285
CD163L1,0,0,0,0,13,1,0,0,0,14,13,13,0.014285714285714285
CDH9,1,0,0,0,12,1,0,0,0,14,13,13,0.014285714285714285
FCRL5,0,1,0,0,13,0,0,0,0,14,13,13,0.014285714285714285
GRIA1,1,0,0,0,11,1,0,1,0,14,13,13,0.014285714285714285
GTF3C1,4,0,0,0,8,1,0,1,0,14,13,13,0.014285714285714285
HEG1,0,0,0,0,12,2,0,0,0,14,13,13,0.014285714285714285
KALRN,1,0,0,0,12,1,0,0,0,14,13,13,0.014285714285714285
LAMB4,0,0,1,0,11,1,0,1,0,14,13,13,0.014285714285714285
LCOR,0,0,0,0,14,0,0,0,0,14,13,13,0.014285714285714285
MADD,0,0,0,0,13,0,0,1,0,14,13,13,0.014285714285714285
MYH6,0,1,0,0,12,1,0,0,0,14,13,13,0.014285714285714285
MYO9A,1,0,0,0,12,0,0,1,0,14,13,13,0.014285714285714285
NOS1,0,0,0,0,13,0,0,1,0,14,13,13,0.014285714285714285
PCDH9,2,0,0,0,11,1,0,0,0,14,13,13,0.014285714285714285
PHF20L1,2,1,0,0,9,2,0,0,0,14,13,13,0.014285714285714285
SCN7A,0,1,0,0,13,0,0,0,0,14,13,13,0.014285714285714285
SCN8A,0,0,0,0,14,0,0,0,0,14,13,13,0.014285714285714285
SLIT2,1,0,0,0,12,1,0,0,0,14,13,13,0.014285714285714285
SNRNP200,1,0,0,0,13,0,0,0,0,14,13,13,0.014285714285714285
TGS1,0,2,0,0,11,0,0,1,0,14,13,13,0.014285714285714285
TNN,0,1,0,0,13,0,0,0,0,14,13,13,0.014285714285714285
TRIO,0,0,0,0,13,1,0,0,0,14,13,13,0.014285714285714285
ZNF687,3,2,0,0,8,0,0,1,0,14,13,13,0.014285714285714285
ADCY8,0,0,0,0,12,1,0,0,0,13,13,13,0.014285714285714285
AMER1,1,0,0,0,12,0,0,0,0,13,13,13,0.014285714285714285
ANKHD1-EIF4EBP3,1,0,0,0,9,2,0,1,0,13,13,13,0.014285714285714285
CADPS,0,0,0,0,11,1,0,1,0,13,13,13,0.014285714285714285
CASR,2,0,0,0,11,0,0,0,0,13,13,13,0.014285714285714285
COL1A2,0,0,0,0,11,0,0,2,0,13,13,13,0.014285714285714285
CRB1,0,0,0,0,12,1,0,0,0,13,13,13,0.014285714285714285
DAB1,0,1,0,0,8,3,0,1,0,13,13,13,0.014285714285714285
DCC,1,0,0,0,10,2,0,0,0,13,13,13,0.014285714285714285
DENND4B,1,0,0,0,12,0,0,0,0,13,13,13,0.014285714285714285
DLC1,1,1,0,0,11,0,0,0,0,13,13,13,0.014285714285714285
DLG1,1,0,1,0,9,2,0,0,0,13,13,13,0.014285714285714285
EHMT1,1,0,0,0,10,1,0,1,0,13,13,13,0.014285714285714285
GRIK2,1,0,0,0,10,2,0,0,0,13,13,13,0.014285714285714285
HDAC6,1,0,0,0,12,0,0,0,0,13,13,13,0.014285714285714285
IGF2R,1,0,1,0,10,1,0,0,0,13,13,13,0.014285714285714285
ITIH6,1,1,0,0,9,1,0,1,0,13,13,13,0.014285714285714285
KCNB2,3,0,0,0,8,2,0,0,0,13,13,13,0.014285714285714285
LAMC1,1,0,1,0,11,0,0,0,0,13,13,13,0.014285714285714285
MICAL2,1,0,0,0,9,2,0,1,0,13,13,13,0.014285714285714285
MYO18A,0,0,0,0,13,0,0,0,0,13,13,13,0.014285714285714285
NLRC5,1,1,1,0,10,0,0,0,0,13,13,13,0.014285714285714285
PLXNA3,0,0,0,0,12,1,0,0,0,13,13,13,0.014285714285714285
POGZ,0,0,0,0,11,2,0,0,0,13,13,13,0.014285714285714285
POLQ,0,0,0,0,10,2,1,0,0,13,13,13,0.014285714285714285
SCN5A,2,0,0,0,9,2,0,0,0,13,13,13,0.014285714285714285
SETDB1,0,1,0,0,12,0,0,0,0,13,13,13,0.014285714285714285
TJP1,1,1,0,0,8,1,0,2,0,13,13,13,0.014285714285714285
TLR7,0,0,1,0,12,0,0,0,0,13,13,13,0.014285714285714285
TNR,0,0,1,0,12,0,0,0,0,13,13,13,0.014285714285714285
TRPS1,0,1,2,0,9,1,0,0,0,13,13,13,0.014285714285714285
USP15,1,1,0,0,10,0,0,1,0,13,13,13,0.014285714285714285
VWF,0,0,0,0,9,3,0,1,0,13,13,13,0.014285714285714285
WDR7,0,0,0,0,9,3,0,1,0,13,13,13,0.014285714285714285
ZC3H11A,0,0,1,0,12,0,0,0,0,13,13,13,0.014285714285714285
ZFPM2,0,0,0,0,11,2,0,0,0,13,13,13,0.014285714285714285
SRRM2,2,0,1,0,15,0,0,0,0,18,12,12,0.013186813186813187
SCN9A,1,0,0,0,16,0,0,0,0,17,12,12,0.013186813186813187
STAG1,0,0,0,0,16,0,0,1,0,17,12,12,0.013186813186813187
MYH15,0,0,0,0,15,1,0,0,0,16,12,12,0.013186813186813187
ARHGAP5,1,0,0,0,11,3,0,0,0,15,12,12,0.013186813186813187
C2orf16,0,0,1,0,13,1,0,0,0,15,12,12,0.013186813186813187
CECR2,3,0,0,0,12,0,0,0,0,15,12,12,0.013186813186813187
CEP152,0,0,1,0,13,1,0,0,0,15,12,12,0.013186813186813187
FRYL,2,0,0,0,13,0,0,0,0,15,12,12,0.013186813186813187
GOLGA4,1,0,0,0,11,3,0,0,0,15,12,12,0.013186813186813187
NBEAL1,0,0,0,0,12,3,0,0,0,15,12,12,0.013186813186813187
SAMD9L,1,0,0,0,12,2,0,0,0,15,12,12,0.013186813186813187
SIPA1L2,0,0,0,0,12,1,0,2,0,15,12,12,0.013186813186813187
AKAP13,1,0,0,0,10,3,0,0,0,14,12,12,0.013186813186813187
CEP95,0,0,0,0,13,1,0,0,0,14,12,12,0.013186813186813187
ERCC6,0,0,0,0,13,1,0,0,0,14,12,12,0.013186813186813187
HECW2,0,0,0,0,14,0,0,0,0,14,12,12,0.013186813186813187
KIAA2026,1,0,0,0,13,0,0,0,0,14,12,12,0.013186813186813187
MARF1,1,0,0,0,13,0,0,0,0,14,12,12,0.013186813186813187
MTM1,1,0,0,0,10,3,0,0,0,14,12,12,0.013186813186813187
NCKAP1,0,0,0,0,13,0,0,1,0,14,12,12,0.013186813186813187
PCDHB7,0,0,0,0,13,1,0,0,0,14,12,12,0.013186813186813187
ST18,0,0,1,0,13,0,0,0,0,14,12,12,0.013186813186813187
TENM4,2,0,0,0,11,1,0,0,0,14,12,12,0.013186813186813187
TOGARAM1,0,0,0,0,12,2,0,0,0,14,12,12,0.013186813186813187
VIRMA,0,0,0,0,13,1,0,0,0,14,12,12,0.013186813186813187
WNK1,0,0,0,0,9,4,0,1,0,14,12,12,0.013186813186813187
ADAMTSL1,1,0,0,0,11,1,0,0,0,13,12,12,0.013186813186813187
ADCY9,0,0,0,0,13,0,0,0,0,13,12,12,0.013186813186813187
AKAP12,1,0,0,0,12,0,0,0,0,13,12,12,0.013186813186813187
ASXL2,1,0,0,0,8,4,0,0,0,13,12,12,0.013186813186813187
BRINP3,0,0,0,0,13,0,0,0,0,13,12,12,0.013186813186813187
CACNA1D,0,0,0,0,13,0,0,0,0,13,12,12,0.013186813186813187
CASP8AP2,1,0,0,0,12,0,0,0,0,13,12,12,0.013186813186813187
CBLB,0,0,0,0,13,0,0,0,0,13,12,12,0.013186813186813187
CCDC144A,0,0,0,0,12,1,0,0,0,13,12,12,0.013186813186813187
CHD3,0,0,0,0,11,2,0,0,0,13,12,12,0.013186813186813187
CTNND2,1,0,0,0,11,1,0,0,0,13,12,12,0.013186813186813187
DOCK2,1,0,0,0,12,0,0,0,0,13,12,12,0.013186813186813187
ERBB4,0,0,0,0,12,0,0,1,0,13,12,12,0.013186813186813187
EVPL,1,0,0,0,11,1,0,0,0,13,12,12,0.013186813186813187
KIF26B,1,0,0,0,11,1,0,0,0,13,12,12,0.013186813186813187
KIF5C,2,0,0,0,11,0,0,0,0,13,12,12,0.013186813186813187
MMRN1,0,0,0,0,12,1,0,0,0,13,12,12,0.013186813186813187
NHS,1,0,0,0,11,1,0,0,0,13,12,12,0.013186813186813187
NLRC4,0,0,0,0,11,1,0,1,0,13,12,12,0.013186813186813187
PLEC,1,0,0,0,12,0,0,0,0,13,12,12,0.013186813186813187
PPFIA2,0,0,1,0,10,2,0,0,0,13,12,12,0.013186813186813187
PPRC1,1,1,0,0,9,2,0,0,0,13,12,12,0.013186813186813187
ROBO1,0,0,0,0,12,1,0,0,0,13,12,12,0.013186813186813187
SGSM1,0,0,0,0,12,1,0,0,0,13,12,12,0.013186813186813187
SMCHD1,1,0,0,0,10,2,0,0,0,13,12,12,0.013186813186813187
SMG8,1,0,0,0,11,1,0,0,0,13,12,12,0.013186813186813187
SRGAP1,0,0,0,0,13,0,0,0,0,13,12,12,0.013186813186813187
STAT4,1,0,0,0,9,2,0,1,0,13,12,12,0.013186813186813187
TMPRSS15,0,0,0,0,11,1,0,1,0,13,12,12,0.013186813186813187
TNC,0,0,0,0,12,1,0,0,0,13,12,12,0.013186813186813187
WSCD2,0,0,0,0,13,0,0,0,0,13,12,12,0.013186813186813187
AFF3,0,0,1,0,11,0,0,0,0,12,12,12,0.013186813186813187
ANKRD30A,0,0,0,0,7,2,0,3,0,12,12,12,0.013186813186813187
ARHGEF11,0,0,0,0,11,0,0,1,0,12,12,12,0.013186813186813187
ATP10A,0,0,0,0,12,0,0,0,0,12,12,12,0.013186813186813187
ATP2B3,0,0,0,0,11,0,0,1,0,12,12,12,0.013186813186813187
BCOR,0,0,0,0,10,2,0,0,0,12,12,12,0.013186813186813187
CACNA1B,0,0,0,0,12,0,0,0,0,12,12,12,0.013186813186813187
CDH12,0,0,0,0,10,2,0,0,0,12,12,12,0.013186813186813187
CNTN6,1,0,0,0,9,1,0,1,0,12,12,12,0.013186813186813187
CNTNAP2,2,0,0,0,9,1,0,0,0,12,12,12,0.013186813186813187
COL19A1,1,0,1,0,8,2,0,0,0,12,12,12,0.013186813186813187
CPAMD8,0,0,0,0,11,0,0,1,0,12,12,12,0.013186813186813187
CTNNA2,1,0,0,0,11,0,0,0,0,12,12,12,0.013186813186813187
DSCAML1,0,0,1,0,10,0,0,1,0,12,12,12,0.013186813186813187
EEA1,1,0,1,0,9,1,0,0,0,12,12,12,0.013186813186813187
EPHA5,0,0,0,0,12,0,0,0,0,12,12,12,0.013186813186813187
ESPL1,0,0,0,0,11,1,0,0,0,12,12,12,0.013186813186813187
EXO1,2,1,0,0,9,0,0,0,0,12,12,12,0.013186813186813187
FGFR2,0,0,0,0,12,0,0,0,0,12,12,12,0.013186813186813187
GPS2,6,1,0,0,1,3,0,1,0,12,12,12,0.013186813186813187
GRID1,0,0,0,0,11,0,0,1,0,12,12,12,0.013186813186813187
HDX,0,0,0,0,10,2,0,0,0,12,12,12,0.013186813186813187
MAP3K13,2,0,0,0,7,2,0,1,0,12,12,12,0.013186813186813187
MED12L,0,0,0,0,10,2,0,0,0,12,12,12,0.013186813186813187
MYO6,1,1,0,0,9,1,0,0,0,12,12,12,0.013186813186813187
MYOM1,0,0,1,0,10,1,0,0,0,12,12,12,0.013186813186813187
NALCN,0,0,0,0,12,0,0,0,0,12,12,12,0.013186813186813187
NAV1,0,0,0,0,10,2,0,0,0,12,12,12,0.013186813186813187
NLGN4X,0,0,0,0,12,0,0,0,0,12,12,12,0.013186813186813187
NLRP2,0,0,0,0,6,3,0,3,0,12,12,12,0.013186813186813187
PCSK5,0,0,0,0,9,1,0,2,0,12,12,12,0.013186813186813187
RC3H1,1,0,0,0,11,0,0,0,0,12,12,12,0.013186813186813187
RIC1,0,0,0,0,9,2,0,1,0,12,12,12,0.013186813186813187
SALL1,1,0,0,0,11,0,0,0,0,12,12,12,0.013186813186813187
SELP,0,0,0,0,12,0,0,0,0,12,12,12,0.013186813186813187
SFMBT1,0,0,0,0,11,1,0,0,0,12,12,12,0.013186813186813187
SYBU,0,0,0,0,11,1,0,0,0,12,12,12,0.013186813186813187
SYCP1,1,0,0,0,10,1,0,0,0,12,12,12,0.013186813186813187
TANC2,1,0,0,0,11,0,0,0,0,12,12,12,0.013186813186813187
TBC1D8,1,0,0,0,10,1,0,0,0,12,12,12,0.013186813186813187
TP53BP2,1,1,0,0,8,1,0,1,0,12,12,12,0.013186813186813187
TRIP11,0,0,0,0,11,0,0,1,0,12,12,12,0.013186813186813187
TRPA1,1,0,0,0,10,0,0,1,0,12,12,12,0.013186813186813187
TRPC5,0,0,0,0,12,0,0,0,0,12,12,12,0.013186813186813187
UBC,1,2,1,0,8,0,0,0,0,12,12,12,0.013186813186813187
UHRF1BP1L,1,0,0,0,10,1,0,0,0,12,12,12,0.013186813186813187
VCPIP1,0,0,1,0,11,0,0,0,0,12,12,12,0.013186813186813187
ZMYM4,1,0,0,0,7,3,0,1,0,12,12,12,0.013186813186813187
ZNF592,1,0,0,0,10,1,0,0,0,12,12,12,0.013186813186813187
CCDC88A,2,0,0,0,13,1,0,1,0,17,11,11,0.012087912087912088
PLEKHA6,1,0,0,0,11,2,0,2,0,16,11,11,0.012087912087912088
ADNP,1,1,0,0,13,0,0,0,0,15,11,11,0.012087912087912088
RALGAPB,1,2,0,0,11,1,0,0,0,15,11,11,0.012087912087912088
RASGRF1,0,0,0,0,13,1,0,1,0,15,11,11,0.012087912087912088
LAMA4,0,0,0,0,13,1,0,0,0,14,11,11,0.012087912087912088
PTPN13,1,0,0,0,12,1,0,0,0,14,11,11,0.012087912087912088
RFX6,0,0,0,0,13,1,0,0,0,14,11,11,0.012087912087912088
ABCB4,1,0,0,0,9,3,0,0,0,13,11,11,0.012087912087912088
ABI3BP,2,0,0,0,10,1,0,0,0,13,11,11,0.012087912087912088
ANKRD28,0,0,0,0,13,0,0,0,0,13,11,11,0.012087912087912088
ATAD2,0,0,0,0,11,2,0,0,0,13,11,11,0.012087912087912088
CD109,0,0,1,0,10,1,0,1,0,13,11,11,0.012087912087912088
CEP290,2,0,0,0,10,1,0,0,0,13,11,11,0.012087912087912088
DYSF,2,0,0,0,9,1,0,1,0,13,11,11,0.012087912087912088
ENPP2,0,0,0,0,12,1,0,0,0,13,11,11,0.012087912087912088
GPRASP1,1,0,0,0,8,4,0,0,0,13,11,11,0.012087912087912088
NSD1,0,0,0,0,13,0,0,0,0,13,11,11,0.012087912087912088
NUP188,2,0,0,0,7,2,0,2,0,13,11,11,0.012087912087912088
PCDHGA1,0,0,0,0,12,1,0,0,0,13,11,11,0.012087912087912088
PPP1R3A,2,0,0,0,8,2,1,0,0,13,11,11,0.012087912087912088
SDK2,0,2,0,0,10,1,0,0,0,13,11,11,0.012087912087912088
SLC9C1,2,1,0,0,10,0,0,0,0,13,11,11,0.012087912087912088
TP53BP1,0,1,0,0,12,0,0,0,0,13,11,11,0.012087912087912088
TRIP12,1,1,0,0,8,2,0,1,0,13,11,11,0.012087912087912088
TUT7,2,0,0,0,8,1,0,2,0,13,11,11,0.012087912087912088
ZMYM2,4,0,0,0,9,0,0,0,0,13,11,11,0.012087912087912088
ABCA4,0,0,0,0,12,0,0,0,0,12,11,11,0.012087912087912088
AFF1,1,0,0,0,11,0,0,0,0,12,11,11,0.012087912087912088
ATP10D,0,0,0,0,12,0,0,0,0,12,11,11,0.012087912087912088
BDP1,1,1,0,0,9,1,0,0,0,12,11,11,0.012087912087912088
C2CD3,0,1,1,0,9,1,0,0,0,12,11,11,0.012087912087912088
C3,0,1,0,0,11,0,0,0,0,12,11,11,0.012087912087912088
CACNA1S,1,0,0,0,10,1,0,0,0,12,11,11,0.012087912087912088
CDC42BPB,0,0,0,0,11,1,0,0,0,12,11,11,0.012087912087912088
COL4A6,0,0,0,0,9,3,0,0,0,12,11,11,0.012087912087912088
COL5A1,0,0,0,0,12,0,0,0,0,12,11,11,0.012087912087912088
CR1,1,0,0,0,11,0,0,0,0,12,11,11,0.012087912087912088
DIDO1,0,0,0,0,11,1,0,0,0,12,11,11,0.012087912087912088
DISP1,0,0,0,0,11,1,0,0,0,12,11,11,0.012087912087912088
DNM3,0,0,0,0,11,1,0,0,0,12,11,11,0.012087912087912088
EIF4A2,1,0,0,0,9,0,0,1,1,12,11,11,0.012087912087912088
FBN2,0,0,0,0,10,0,0,2,0,12,11,11,0.012087912087912088
GPR179,0,0,0,0,11,1,0,0,0,12,11,11,0.012087912087912088
GPRASP2,0,0,0,0,12,0,0,0,0,12,11,11,0.012087912087912088
HEATR1,1,0,0,0,10,1,0,0,0,12,11,11,0.012087912087912088
HSPG2,1,0,0,0,10,1,0,0,0,12,11,11,0.012087912087912088
ITSN2,1,0,0,0,10,1,0,0,0,12,11,11,0.012087912087912088
KCNA4,2,0,0,0,10,0,0,0,0,12,11,11,0.012087912087912088
KIF14,1,0,0,0,10,0,0,1,0,12,11,11,0.012087912087912088
LRP4,0,2,0,0,9,1,0,0,0,12,11,11,0.012087912087912088
MAST1,0,0,0,0,10,2,0,0,0,12,11,11,0.012087912087912088
MIS18BP1,3,0,0,0,9,0,0,0,0,12,11,11,0.012087912087912088
NCOA3,0,0,0,0,11,1,0,0,0,12,11,11,0.012087912087912088
NRXN3,0,0,0,0,10,2,0,0,0,12,11,11,0.012087912087912088
NUP98,1,0,0,0,11,0,0,0,0,12,11,11,0.012087912087912088
OAS2,0,0,0,0,12,0,0,0,0,12,11,11,0.012087912087912088
PCDHA11,0,0,0,0,12,0,0,0,0,12,11,11,0.012087912087912088
PIK3C2B,0,1,0,0,11,0,0,0,0,12,11,11,0.012087912087912088
PIKFYVE,1,0,0,0,9,0,0,2,0,12,11,11,0.012087912087912088
PLEKHH2,0,0,0,0,10,1,0,1,0,12,11,11,0.012087912087912088
PRTG,1,0,0,0,10,1,0,0,0,12,11,11,0.012087912087912088
SAMD9,0,0,0,0,11,1,0,0,0,12,11,11,0.012087912087912088
SUPT5H,1,0,0,0,7,3,0,1,0,12,11,11,0.012087912087912088
TBC1D25,0,0,0,0,12,0,0,0,0,12,11,11,0.012087912087912088
TMEM131,0,0,1,0,10,1,0,0,0,12,11,11,0.012087912087912088
TOPBP1,0,0,0,0,12,0,0,0,0,12,11,11,0.012087912087912088
UBR2,0,1,0,0,8,2,0,1,0,12,11,11,0.012087912087912088
WWP2,1,0,0,0,10,1,0,0,0,12,11,11,0.012087912087912088
XRN1,0,0,0,0,9,3,0,0,0,12,11,11,0.012087912087912088
ACVR2A,4,0,0,0,7,0,0,0,0,11,11,11,0.012087912087912088
ADAMTS17,0,0,0,0,10,1,0,0,0,11,11,11,0.012087912087912088
ALK,0,0,1,0,9,1,0,0,0,11,11,11,0.012087912087912088
ARHGAP21,0,0,0,0,11,0,0,0,0,11,11,11,0.012087912087912088
ATP11C,1,0,0,0,7,3,0,0,0,11,11,11,0.012087912087912088
ATP1A4,1,0,0,0,9,0,0,1,0,11,11,11,0.012087912087912088
BACH2,0,0,0,0,11,0,0,0,0,11,11,11,0.012087912087912088
BAP1,1,1,0,0,8,1,0,0,0,11,11,11,0.012087912087912088
BCORL1,0,0,1,0,9,1,0,0,0,11,11,11,0.012087912087912088
BRIP1,0,0,1,0,9,0,0,1,0,11,11,11,0.012087912087912088
CADPS2,0,0,0,0,9,2,0,0,0,11,11,11,0.012087912087912088
CCDC80,0,1,0,0,10,0,0,0,0,11,11,11,0.012087912087912088
CDH10,0,1,0,0,10,0,0,0,0,11,11,11,0.012087912087912088
CDH23,1,0,0,0,10,0,0,0,0,11,11,11,0.012087912087912088
CDH8,0,0,0,0,11,0,0,0,0,11,11,11,0.012087912087912088
CEP250,0,1,0,0,9,1,0,0,0,11,11,11,0.012087912087912088
CNTN1,0,0,0,0,11,0,0,0,0,11,11,11,0.012087912087912088
COL4A4,0,0,0,0,8,1,0,2,0,11,11,11,0.012087912087912088
CTTNBP2,0,0,1,0,8,1,0,1,0,11,11,11,0.012087912087912088
DENND5B,0,0,0,0,10,1,0,0,0,11,11,11,0.012087912087912088
DIP2A,0,0,0,0,11,0,0,0,0,11,11,11,0.012087912087912088
DIP2C,1,0,1,0,9,0,0,0,0,11,11,11,0.012087912087912088
DOCK9,0,0,0,0,11,0,0,0,0,11,11,11,0.012087912087912088
EP400,1,0,1,0,9,0,0,0,0,11,11,11,0.012087912087912088
FAM91A1,0,0,0,0,10,1,0,0,0,11,11,11,0.012087912087912088
GALNTL5,2,0,0,0,7,2,0,0,0,11,11,11,0.012087912087912088
GNAS,1,2,0,0,8,0,0,0,0,11,11,11,0.012087912087912088
GNPTAB,2,0,0,0,8,1,0,0,0,11,11,11,0.012087912087912088
GRIK1,0,1,0,0,9,1,0,0,0,11,11,11,0.012087912087912088
GRIN2B,0,0,0,0,10,1,0,0,0,11,11,11,0.012087912087912088
GRM3,0,0,0,0,9,2,0,0,0,11,11,11,0.012087912087912088
HEATR5B,2,0,0,0,7,2,0,0,0,11,11,11,0.012087912087912088
HTATSF1,0,0,0,0,11,0,0,0,0,11,11,11,0.012087912087912088
IQGAP3,1,0,1,0,9,0,0,0,0,11,11,11,0.012087912087912088
